rootScript, transitiveSuccessors, treeDepth, treeWidth
mtrsvchw,1,2,1
ujrb,1,2,1
qkwwa,1,2,1
uivm,13,8,2
jcsj,6,7,1
xoiv,1,2,1
nmmisntc,2,3,1
qawwoeoz,2,3,1
uivv,58,26,4
vdjqlinp,6,6,2
sixvorgj,1,2,1
lzqxkvzl,4,5,1
sqqt,2,3,1
gxkm,19,18,2
fgmzjaoy,2,3,1
sqrf,16,14,2
tlozkiig,95,16,29
gxli,2,2,2
ruhefxnm,23,15,4
nifp,1,2,1
sqye,4,5,1
gxre,1,2,1
kdibcwzg,1,2,1
qgsw,8,9,1
jcxl,1,2,1
sqwb,2,3,1
sqli,6,7,1
xorh,2,3,1
wtvc,1,2,1
afosa,6,6,2
qgwf,1,2,1
gxwc,1,2,1
qgwc,1,2,1
thwib,1,2,1
jclg,2,3,1
nhzx,1,2,1
xopw,1,2,1
qgty,1,2,1
rnygrwac,1,2,1
gxtp,7,7,2
sqkk,3,3,2
hdwla,1,2,1
sqor,2,3,1
sqqd,1,2,1
qppsjoyd,2,3,1
eaas,1,2,1
xclsa,1,2,1
gxxk,6,4,2
uhlwimkv,1,2,1
ebhu,1,2,1
sqal,4,4,2
jedj,3,4,1
jedm,1,2,1
jbhruhad,3,4,1
ukhj,14,13,2
sqdu,1,2,1
sqdz,1,2,1
zrqs,1,2,1
wuoz,35,32,2
ngom,21,6,9
wupo,1,2,1
sqcx,2,3,1
ngql,1,2,1
uvhzolaf,7,7,2
sqet,2,3,1
okpnapji,9,10,1
wurp,3,3,2
zrtz,3,4,1
zrtx,1,2,1
ewroisws,1,2,1
zrts,1,2,1
gydj,4,5,1
qfah,1,2,1
ebjj,12,13,1
wusy,1,2,1
wutt,1,2,1
zrgf,3,4,1
arfhqsss,1,2,1
wugg,3,4,1
vwroa,5,5,2
gygw,4,4,2
uksd,2,3,1
ebmw,3,4,1
ngfs,9,5,3
wuhf,1,2,1
vrsfgjpl,76,54,3
gygo,2,2,2
wukj,1,2,1
ukuu,2,3,1
akefa,1,2,1
zrjx,1,2,1
zrjw,1,2,1
qfhl,2,3,1
ajxunopn,1,2,1
wuku,1,2,1
wydxfsar,16,15,3
ujwu,10,9,3
evxfktpb,8,8,2
nmiha,1,2,1
gwzxa,2,2,2
clhgghwq,3,4,1
xqlma,1,2,1
gype,2,3,1
spsi,50,38,2
xpnc,1,2,1
sptg,8,7,2
xpnj,3,4,1
spmva,12,13,1
qjxubvum,5,6,1
spuz,1,2,1
elluygep,3,4,1
ktdezfor,9,9,2
eayx,2,3,1
jdzc,4,4,2
xprg,8,9,1
qfsp,5,5,2
mkvbixbi,3,4,1
wuxm,1,2,1
spjc,1,2,1
jdmb,10,10,2
afnqa,1,2,1
xptj,3,4,1
qftc,2,2,2
zczma,2,3,1
elyhb,1,2,1
vufba,1,2,1
spju,1,2,1
spjw,18,19,1
ebdh,1,2,1
zqyd,1,2,1
ukfo,2,3,1
gmrudaxt,1,2,1
spms,1,2,1
qafea,4,3,2
lgfqfcfq,1,2,1
arhmb,1,2,1
zspe,5,3,4
vssunotv,3,4,1
ulyv,3,4,1
sdlppens,8,7,2
skrg,1,2,1
jayw,1,2,1
jazx,1,2,1
ulwn,15,8,5
skcjijvx,4,5,1
kwptvniu,3,4,1
nxojxbis,2,2,2
aybgb,1,2,1
egxq,1,2,1
jawj,8,9,1
xhsq,5,4,2
wmyr,19,14,3
wietlqfs,4,4,2
zsiw,2,3,1
wmvt,2,3,1
ulsf,1,2,1
xhqg,1,2,1
iuwjiozc,1,2,1
adbxa,1,2,1
gqbgb,2,3,1
lnyjqetb,2,3,1
wnfk,4,4,2
khrha,1,2,1
egth,2,3,1
xhpi,1,2,1
qvhka,1,2,1
ulqq,1,2,1
wngm,1,2,1
nfro,2,3,1
ldyo,2,3,1
yypxpnkq,4,4,2
tnqwrhac,1,2,1
ulmy,1,2,1
ldyy,3,4,1
ijlumpgl,6,7,1
jbcm,3,4,1
zsup,5,6,1
lllvisxp,1,2,1
wnbf,6,6,2
wnbe,4,5,1
xhlv,3,4,1
pzgnadlq,1,2,1
wfwma,1,2,1
egqn,1,2,1
skoda,3,4,1
xgsya,5,5,2
egrc,9,10,1
fxeza,4,5,1
wkdyljnu,2,3,1
vfivmelt,1,2,1
xijb,1,2,1
kbrrkbfk,8,9,1
xigu,9,9,2
ldqx,12,3,11
egnf,1,2,1
egmn,2,3,1
lxxga,1,2,1
xies,1,2,1
fgwbucpw,1,2,1
hmbueonv,3,2,3
cooyaxqt,3,4,1
wnhr,1,2,1
lluknprt,4,5,1
grqbaebx,25,18,3
gnrlrpqo,13,14,1
wqnzyusy,2,3,1
wnhb,1,2,1
ndgda,3,2,3
skmt,1,2,1
sexwswhv,30,22,3
joxpa,3,4,1
wnvv,1,2,1
wnvb,1,2,1
ngah,1,2,1
zsdl,2,3,1
skjw,5,3,4
jarw,1,2,1
xadya,1,2,1
zseu,26,8,16
qkjxjoow,1,2,1
swbvyjin,1,2,1
scwgejwo,52,15,4
xdbhsfxc,1,2,1
zrlna,1,2,1
ldgl,1,2,1
xhzd,1,2,1
xhyr,2,3,1
janr,1,2,1
fakuhuxb,13,9,2
mxkegylh,1,2,1
qhjb,1,2,1
ynoib,2,3,1
yntvgxrc,1,2,1
oebvd,3,4,1
oebvb,3,4,1
neen,3,4,1
czdza,1,2,1
ztrg,1,2,1
wsyva,1,2,1
ldbl,3,4,1
iiiwmmvr,1,2,1
qhlr,3,3,2
umzu,2,3,1
ejbraenu,1,2,1
qhme,11,11,2
koveoafl,5,6,1
sjsy,16,15,3
wnxq,3,4,1
jbwj,1,2,1
ehcka,6,4,2
umty,5,5,2
xise,1,2,1
lxvra,2,3,1
nqema,3,4,1
vxwdzhaf,1,2,1
wnzy,13,12,2
nebq,1,2,1
umwu,1,2,1
gkbmzvnq,14,5,8
xipw,12,10,2
cvsza,7,8,1
qhbn,4,5,1
gbvymxum,1,2,1
jcfb,2,3,1
jcfp,1,2,1
qhcl,1,2,1
xirf,1,2,1
eqjvb,2,3,1
sjtg,1,2,1
woax,8,8,2
bpywfwvx,1,2,1
sjum,3,3,2
arjoa,1,2,1
wtxvwkwg,1,2,1
ehqr,1,2,1
lxhsirmx,1,2,1
ehrp,2,3,1
lcvn,1,2,1
iooma,1,2,1
umhs,2,3,1
umim,6,4,2
nevd,1,2,1
wool,2,2,2
qhzc,1,2,1
jbkn,1,2,1
boerqpwr,3,4,1
jbkg,1,2,1
kqluxjet,1,2,1
xjjs,1,2,1
sjbr,2,3,1
cbuwvesj,2,3,1
hajc,2,3,1
ttrha,4,5,1
newp,1,2,1
lcqv,2,3,1
nmbwa,1,2,1
umjc,5,6,1
woph,3,4,1
aaxdb,3,4,1
kvgwlrdb,3,2,3
hade,1,2,1
lclc,3,4,1
tyltxixd,13,13,2
xjew,1,2,1
umcm,12,7,2
zszp,1,2,1
xablapfk,1,2,1
wojj,1,2,1
xjfp,6,7,1
arjua,1,2,1
ioooa,3,4,1
neti,1,2,1
ehjp,1,2,1
xjgp,1,2,1
umeu,1,2,1
jbhy,1,2,1
sjhr,1,2,1
xjbo,1,2,1
wovq,1,2,1
qhux,1,2,1
sjkp,2,3,1
xjbx,1,2,1
jbub,1,2,1
ztio,2,3,1
ehet,6,6,2
smxpabku,8,5,3
ztbu,3,3,2
jbpv,4,3,3
sjdn,3,4,1
ehpbxabl,2,3,1
kjxsnuul,4,5,1
ehbk,4,5,1
lcep,1,2,1
usjga,2,3,1
wotp,2,3,1
smtl,3,3,2
zupg,1,2,1
xcqfb,1,2,1
ukaua,1,2,1
obzvprff,1,2,1
eetu,4,5,1
xjwg,11,3,7
qklg,2,3,1
lbyk,2,3,1
wozt,1,2,1
qkrs,1,2,1
bypz,3,4,1
smvr,1,2,1
floda,4,5,1
wpex,8,3,6
eiekzrds,6,7,1
zuxz,7,5,3
obvpb,2,3,1
eekk,2,3,1
lbts,2,3,1
unqb,1,2,1
qxtifgvh,2,3,1
xsqha,2,3,1
qkgk,1,2,1
byvo,2,3,1
sbcga,23,24,1
qkdg,1,2,1
xjmp,1,2,1
snbc,1,2,1
iqova,3,3,2
wdzpwlhz,1,2,1
ndmz,1,2,1
ndmw,1,2,1
byyl,1,2,1
lbuq,2,2,2
jsskatzl,1,2,1
zuzu,1,2,1
byzi,1,2,1
unrr,1,2,1
zuyf,5,6,1
pcexlgqf,3,4,1
snhza,1,2,1
xkil,1,2,1
wpof,2,3,1
eedd,40,7,25
hzeylhmg,4,5,1
unhs,1,2,1
eeco,29,5,20
unhb,27,20,4
jfxoa,8,8,2
qclva,5,6,1
xdrlbjvw,2,2,2
wxvuudzd,4,5,1
lbjs,1,2,1
eeeu,3,4,1
lboy,1,2,1
eehs,2,3,1
qldw,1,2,1
smhs,1,2,1
wceob,1,2,1
xkmz,58,15,25
zzoga,2,3,1
gbnkb,1,2,1
ecyha,1,2,1
jrfva,2,3,1
kfcnzcfq,21,12,2
wppm,1,2,1
iikya,19,6,10
ndzt,2,3,1
heywdzxl,2,3,1
bzfi,2,3,1
ndxy,3,4,1
bzhw,1,2,1
smix,1,2,1
xowqfavi,1,2,1
bzgr,1,2,1
lbge,2,2,2
unbi,2,3,1
wpyd,7,8,1
wpyw,1,2,1
zvpj,1,2,1
qjjc,1,2,1
gshva,2,3,1
qjkh,1,2,1
laxj,2,3,1
efyn,7,8,1
kwxbvhex,3,4,1
qjlg,4,5,1
umcka,1,2,1
wqaf,8,8,2
asyfxkxl,1,2,1
gutlb,1,2,1
ncah,1,2,1
sngpb,1,2,1
ooaca,45,17,17
ncbd,4,5,1
wqbl,2,3,1
zvvy,40,8,9
ncbq,1,2,1
qjpq,3,4,1
jdwgb,1,2,1
qjqm,1,2,1
bzsn,1,2,1
qjar,5,4,2
zvxr,2,3,1
qvina,2,3,1
xkos,1,2,1
lape,3,4,1
efpw,1,2,1
efml,2,3,1
ncfq,12,6,5
qjdx,1,2,1
efnt,1,2,1
auabelwb,23,16,2
nckl,1,2,1
bzzy,141,117,6
oqbra,2,3,1
bzzm,1,2,1
nclh,43,6,25
jadc,1,2,1
aujcqaov,9,10,1
aastshes,4,4,2
awecvabd,4,5,1
efig,1,2,1
lagm,3,4,1
kmjua,1,2,1
wqqt,2,3,1
slbz,1,2,1
ayxxfzce,2,2,2
ncny,1,2,1
efet,2,3,1
zcmtwfec,1,2,1
slec,1,2,1
ncro,1,2,1
uolq,5,3,4
hahka,6,5,3
umjfzxse,2,3,1
pjusiqbm,2,2,2
arlua,1,2,1
yunla,8,7,2
zlora,1,2,1
ncvy,1,2,1
zvfr,1,2,1
ncvj,7,8,1
ncvm,4,5,1
slie,3,3,2
zvgr,2,3,1
qjrr,18,15,2
uwvzqnxw,1,2,1
qjrk,1,2,1
labi,4,5,1
xlbx,8,8,2
zvif,1,2,1
xlcm,1,2,1
uoat,1,2,1
nczv,1,2,1
ubiiwjfn,1,2,1
xlef,5,6,1
ncyv,2,3,1
blrna,1,2,1
lafd,4,4,2
cojhhvjc,1,2,1
eqmma,3,4,1
qjyu,1,2,1
uogi,1,2,1
zvmp,2,3,1
gjgbnarq,2,3,1
bxgr,2,3,1
lhro,15,9,4
bxip,9,9,2
ahczlhlr,2,3,1
bxfh,6,2,6
okqktheq,2,3,1
lhmi,1,2,1
ksoxboot,3,4,1
upbz,2,3,1
piena,2,3,1
grab,2,3,1
qpvltdqr,3,4,1
bluumcxj,1,2,1
nswu,5,5,2
graw,3,4,1
xdsz,6,2,6
nsxj,1,2,1
nsxk,6,7,1
uklqblrn,15,7,5
grks,1,2,1
nsqg,1,2,1
dyto,2,3,1
dyty,1,2,1
zfdb,2,3,1
mndytgtu,1,2,1
kaoonuhy,1,2,1
grkn,1,2,1
nsrl,18,14,3
grly,1,2,1
dyue,1,2,1
abdva,2,3,1
yhmhybtg,8,8,2
zffn,6,7,1
dyrf,3,4,1
nstk,1,2,1
qkltepll,2,3,1
zfep,1,2,1
gvwxajqc,15,14,2
xeal,1,2,1
grgg,1,2,1
jtvjwyqj,2,3,1
blyya,1,2,1
dyqo,9,10,1
grhh,1,2,1
qzkxa,3,4,1
zpuca,18,19,1
dvaha,2,3,1
fseqa,2,3,1
arifwtgr,2,3,1
uplf,3,3,2
sfwe,2,3,1
dyoi,3,4,1
upwn,2,2,2
libn,1,2,1
upvk,6,7,1
xdfm,2,3,1
nshj,2,2,2
nslc,2,3,1
nbifa,5,6,1
xdhs,3,4,1
anfhugqm,1,2,1
bwsk,6,5,2
uprp,3,4,1
wzxe,17,10,5
xdaz,2,3,1
nsgj,1,2,1
nvldb,11,10,2
upty,3,4,1
dyvr,1,2,1
zfzo,3,3,2
xdmc,3,4,1
xqvja,8,7,2
bwow,1,2,1
yktkxate,1,2,1
lldfa,1,2,1
lijs,39,20,4
wzvu,1,2,1
bqwka,1,2,1
nsch,1,2,1
wzuv,1,2,1
uqax,4,5,1
xxgbb,1,2,1
nsbl,3,4,1
zfpq,3,4,1
lifk,53,45,3
imwztqrw,1,2,1
dzad,1,2,1
dzaj,2,3,1
gqyn,1,2,1
liji,1,2,1
wsmmmcfm,4,3,3
liiu,2,3,1
liij,8,8,2
jrkdbkns,6,7,1
oqhnpxcg,1,2,1
brxzatui,9,6,3
xayyatoi,1,2,1
avqka,6,6,2
xezh,1,2,1
iprvvusq,7,7,2
byip,11,7,3
xeyq,4,3,3
thidrsme,2,3,1
byir,1,2,1
zgno,1,2,1
gsei,1,2,1
kymza,1,2,1
sfaj,1,2,1
zgmu,4,5,1
ikema,1,2,1
pzwc,1,2,1
nrun,3,3,2
cvhtjwzi,1,2,1
dytpswaw,11,9,4
byef,3,4,1
oetrgihj,7,7,2
sezw,2,3,1
hlylabcw,2,3,1
uqef,1,2,1
pzul,1,2,1
iksnleox,1,2,1
qtisa,2,3,1
uqro,2,3,1
cvnhvgnj,6,7,1
tqyna,2,3,1
nxvfa,1,2,1
bybh,1,2,1
fszwbxuc,1,2,1
xfbl,3,4,1
dvboa,2,3,1
zgfq,2,3,1
uqpf,6,7,1
sewi,1,2,1
lgxt,1,2,1
vyvla,1,2,1
xfak,2,2,2
uqqf,1,2,1
zgcy,2,3,1
lgut,1,2,1
egkunwzl,2,3,1
zgdq,5,5,2
vvmfgupn,1,2,1
pglyyugs,1,2,1
xtcbb,27,7,5
uqnx,1,2,1
esyja,2,3,1
gslc,1,2,1
gslb,110,18,25
zgbb,1,2,1
lgsj,3,4,1
lgsk,1,2,1
ghvncfag,1,2,1
egvpmhuv,1,2,1
zgbn,1,2,1
wmarrlio,2,3,1
xeiw,4,5,1
mkvraekv,2,3,1
bxwt,2,3,1
xejz,2,3,1
sfro,17,13,3
wosna,3,3,2
nrhx,4,4,2
wfauifhc,2,3,1
rxdxxeuq,4,3,2
uqxq,2,3,1
dzyf,2,3,1
bthminwe,1,2,1
ysadxttk,2,3,1
sovnbptf,11,9,2
grql,1,2,1
pzfm,1,2,1
vvzoiynl,1,2,1
nxvla,1,2,1
gutyfvqm,3,3,2
mtvua,1,2,1
bmbya,3,3,2
xedc,1,2,1
nrbo,3,4,1
nrav,21,17,3
xerb,1,2,1
xohzxumq,1,2,1
urde,4,5,1
blyeb,2,3,1
zgve,7,8,1
ewyoaxhv,2,3,1
xepq,5,5,2
nqssaoxt,1,2,1
ptxjjdrg,5,6,1
nivtshiz,1,2,1
xqevb,1,2,1
oizca,3,4,1
bxjf,1,2,1
zgtw,1,2,1
bxiv,22,23,1
pcvfbtlm,4,5,1
jrioa,1,2,1
sfff,2,3,1
abela,1,2,1
nqzj,8,9,1
xlvhqbxs,2,3,1
nqym,2,2,2
bxkv,6,6,2
grwq,1,2,1
nqxy,2,3,1
xfvi,4,5,1
zldfb,1,2,1
srshavly,1,2,1
dwdg,3,3,2
aknba,1,2,1
lfhy,1,2,1
zthya,4,4,2
xfxk,3,4,1
izbt,3,3,2
nqrz,1,2,1
nlcmeaad,1,2,1
xfxh,1,2,1
sier,1,2,1
izdz,12,13,1
uydca,2,3,1
lfms,5,4,2
zzswb,2,2,2
dwfp,1,2,1
izgp,7,4,5
lfoh,2,3,1
lfog,13,12,2
agtekusq,1,2,1
urll,25,5,20
nqxs,1,2,1
njzugdsq,1,2,1
nqxb,1,2,1
kcopa,10,11,1
lfqv,13,14,1
yvdua,4,4,2
shyp,1,2,1
bilkhjpm,1,2,1
zysxydmc,1,2,1
dwjb,1,2,1
guoxa,12,6,3
kwmkzuau,3,4,1
himmwifh,1,2,1
nqkn,1,2,1
urqf,1,2,1
dwjw,7,2,7
cleihehy,2,3,1
tbaxa,2,3,1
sazgzhxj,1,2,1
exaca,4,3,2
zhhx,1,2,1
gpgj,1,2,1
nqml,4,3,3
xgcs,2,3,1
vyppjjbo,3,4,1
xgfd,9,10,1
dwnv,3,3,2
jercakuj,1,2,1
dwob,2,3,1
entca,1,2,1
xfeu,3,4,1
izro,3,4,1
jzziffkn,2,3,1
gobhqpmo,1,2,1
xtkpaxvt,1,2,1
dwtg,1,2,1
urvl,1,2,1
onqza,1,2,1
izty,1,2,1
xfhi,1,2,1
txxsa,2,3,1
mptja,1,2,1
izsp,7,6,2
xfhs,22,20,2
izsk,2,3,1
xfiw,4,4,2
busl,1,2,1
bcnrb,1,2,1
izuw,1,2,1
lgax,4,5,1
gopp,1,2,1
lgac,55,50,3
zidm,1,2,1
npwy,4,5,1
oodda,2,3,1
vyrqa,1,2,1
npxr,5,6,1
izhw,1,2,1
izin,1,2,1
xfoz,2,3,1
buen,9,9,2
zzgjmwni,3,4,1
lgdk,1,2,1
jmvga,4,5,1
izkk,2,2,2
xfqv,1,2,1
siom,4,3,2
xfru,5,6,1
izmg,2,3,1
npzx,39,5,25
usco,2,3,1
xfro,5,6,1
goxy,4,4,2
lgjn,2,3,1
bugy,4,5,1
buht,3,3,2
zhzt,3,4,1
lffza,1,2,1
lehy,5,5,2
hssza,3,4,1
mntbrpgx,14,14,2
leje,1,2,1
bwak,3,4,1
npqr,1,2,1
arqla,1,2,1
bwce,2,3,1
npui,2,3,1
usmp,1,2,1
dxhj,2,3,1
dxjf,1,2,1
zirj,2,3,1
nptc,1,2,1
aichb,1,2,1
leld,1,2,1
ziqz,2,3,1
skoja,2,3,1
ltqvb,8,9,1
zign,5,6,1
dxms,1,2,1
bvxd,1,2,1
jxlkgxlh,8,8,2
ehnpb,1,2,1
xhaf,9,8,2
usql,4,4,2
izzz,2,3,1
npgv,2,3,1
gqke,1,2,1
leuy,1,2,1
zikz,1,2,1
ozwwa,5,6,1
smzpa,5,6,1
xhez,2,3,1
fezjznjm,57,57,2
dxsm,2,3,1
dmypjxus,2,3,1
gpmmlzen,1,2,1
lezy,1,2,1
gpne,2,3,1
xquna,10,11,1
shri,1,2,1
dxtb,1,2,1
shrx,2,3,1
gpmj,1,2,1
iejja,7,8,1
shrm,92,78,2
gpms,1,2,1
jipvyqqv,1,2,1
bvqs,1,2,1
eyabcsiv,3,4,1
bhlvzgoh,2,2,2
lexi,2,3,1
gplq,1,2,1
crsfzonc,2,3,1
alkywgxh,2,3,1
xghp,12,4,5
zjel,6,6,2
xgmr,4,3,3
aibtb,1,2,1
bdnkymdl,9,9,2
rvhcb,2,3,1
jdxdqeed,4,5,1
gpqb,1,2,1
nlhexicr,13,14,1
zjcx,1,2,1
xglp,1,2,1
lfcq,5,5,2
shjj,2,3,1
ltrhc,3,4,1
zixx,1,2,1
gptm,3,4,1
fnmoa,3,4,1
ayumkjeh,4,5,1
gpsy,3,4,1
sigeowrd,3,3,2
lfac,3,3,2
pxvsnvzu,5,6,1
oynvinlv,2,3,1
dycc,3,4,1
ybqfjdrz,30,3,25
bvmf,1,2,1
akmuc,6,7,1
noje,4,5,1
zjkp,1,2,1
zjks,1,2,1
nhrwb,1,2,1
pijba,2,3,1
ljorgjme,1,2,1
wqwqskrm,1,2,1
nokn,1,2,1
cpizb,1,2,1
qanh,18,12,8
zjnm,1,2,1
zjnr,9,10,1
utsp,3,4,1
hxdmorjs,1,2,1
mvqsigvm,1,2,1
aapzacrw,1,2,1
nodl,2,3,1
wvxn,1,2,1
yqdnb,1,2,1
qaki,1,2,1
adjva,1,2,1
jpbda,1,2,1
oofda,2,2,2
jlcrywrg,1,2,1
vaurwvqy,1,2,1
utnx,1,2,1
vewmvxkl,2,2,2
nomha,3,3,2
qjvtnqox,16,11,5
gvne,1,2,1
ggltjaxp,2,3,1
ybisa,3,4,1
wwhi,3,3,2
bcpgb,1,2,1
bcpga,1,2,1
qbbcktkz,1,2,1
ixbw,13,14,1
hpfrbpco,1,2,1
wwcb,2,3,1
mbjxa,2,3,1
llvn,1,2,1
nonk,10,10,2
sbica,3,4,1
btipfkuh,1,2,1
nomg,1,2,1
sbxb,7,5,2
sbxc,1,2,1
wwdv,1,2,1
llxk,3,4,1
axwcnkbe,7,5,2
zjrj,2,3,1
llwj,1,2,1
gvcn,1,2,1
axxtd,1,2,1
lmtp,2,2,2
mbjca,1,2,1
gvds,1,2,1
wtdma,1,2,1
hugma,2,3,1
gvee,1,2,1
afejb,1,2,1
wvnp,2,2,2
uujx,2,2,2
rpvnkzix,5,5,2
lmuu,5,6,1
ixlh,1,2,1
avwca,3,4,1
lmnx,1,2,1
zjwh,1,2,1
mnvua,2,3,1
nnsw,2,3,1
lmot,3,2,3
lmqf,1,2,1
suhryhyc,1,2,1
wvjo,1,2,1
jiqzfqdb,7,7,2
prrfa,3,4,1
zjze,4,5,1
wvtm,9,8,2
wvuu,3,4,1
afesa,1,2,1
sclr,3,4,1
srvya,1,2,1
orcqwgmr,36,31,4
lmmj,1,2,1
wvwp,1,2,1
gqjma,1,2,1
uhsfa,13,9,2
guus,2,2,2
lmff,1,2,1
utzx,1,2,1
zkbm,2,3,1
oivmlpli,1,2,1
oxtsa,1,2,1
izflaohm,1,2,1
avwma,1,2,1
guwd,3,4,1
kspjqujb,16,15,3
lmhq,1,2,1
schd,4,4,2
llcv,6,7,1
llcx,2,3,1
bxxjreip,1,2,1
llcc,3,4,1
rjrolfef,28,27,2
saoj,11,6,2
gwvu,1,2,1
pxwfsygy,2,3,1
anckanaz,1,2,1
tpsmatfb,46,31,4
iuvgnlbz,7,8,1
xaty,12,11,2
kvjwmcrz,20,16,3
abaua,2,2,2
zkwx,2,3,1
lkzp,11,8,4
bual,19,4,14
lkzv,1,2,1
mtzma,4,5,1
nwuwawmz,1,2,1
uuqe,1,2,1
lkxd,1,2,1
buco,1,2,1
onuxa,1,2,1
sawl,8,6,2
iycn,14,15,1
hqbtfdib,1,2,1
nnmr,1,2,1
nnnd,29,16,5
gwlw,1,2,1
ruaibozs,1,2,1
jyofa,1,2,1
lkst,3,4,1
gwjl,3,4,1
xellkfmy,9,10,1
zkre,9,4,4
lkss,7,8,1
avuxb,1,2,1
sarh,1,2,1
uukz,1,2,1
lksj,1,2,1
rrhib,23,19,4
tuxdjzmw,1,2,1
xagg,2,3,1
zrqdaruv,1,2,1
aihza,3,4,1
uvgl,3,4,1
gxtobadx,1,2,1
btbh,1,2,1
iyiq,36,4,25
btcm,2,3,1
xaej,3,4,1
iyjs,1,2,1
uvhr,8,6,2
gwcx,3,4,1
dxhfa,3,4,1
wwii,2,3,1
btec,2,3,1
iyhr,2,3,1
jtzca,11,9,4
ehkua,7,5,3
jkcka,2,3,1
btoh,1,2,1
sbhl,1,2,1
faewcslm,1,2,1
gvyj,1,2,1
sqppspin,1,2,1
zldy,1,2,1
btkz,1,2,1
gvwh,1,2,1
iyod,1,2,1
lldz,7,6,2
gvxk,1,2,1
ielra,2,3,1
btmq,1,2,1
sbdv,1,2,1
lleu,8,7,2
sbdy,1,2,1
nmad,2,3,1
xbvb,10,6,3
ymkspmay,1,2,1
vyftlweu,1,2,1
iupx,3,4,1
rreyb,1,2,1
uvvx,1,2,1
ljxz,3,4,1
jkozb,1,2,1
iupb,5,4,3
wokda,1,2,1
nmce,6,7,1
zlmg,4,5,1
xbwu,1,2,1
aihlb,1,2,1
uvxq,1,2,1
xbzc,2,3,1
wtbya,6,7,1
gtoh,1,2,1
gtoq,1,2,1
achxlpcq,1,2,1
wydu,1,2,1
lkap,1,2,1
usqhiyln,1,2,1
lqxvbuer,2,2,2
jdneb,2,3,1
jauinulo,2,3,1
qcre,4,4,2
njyeb,2,3,1
cxkza,1,2,1
bqxh,2,3,1
wyfs,1,2,1
bahga,1,2,1
xbme,1,2,1
uvnn,1,2,1
kggzabjz,7,8,1
wyfz,3,4,1
adhmb,1,2,1
iuxh,1,2,1
nmht,1,2,1
kmhsdhti,1,2,1
hgckdhcb,2,3,1
zlup,1,2,1
gtfi,1,2,1
edbja,6,6,2
xbpr,7,6,2
uvoo,1,2,1
iuyp,3,4,1
ljsb,1,2,1
nmnn,1,2,1
zlwp,1,2,1
uvsj,1,2,1
ijzgjugc,1,2,1
bqzq,2,3,1
wyjg,9,10,1
uvtw,1,2,1
xbtq,9,4,6
nmod,2,3,1
bgplxrgz,5,6,1
zdiwifsf,5,6,1
nlnz,7,7,2
sebo,3,4,1
sebn,2,2,2
xbfg,17,14,2
gszd,2,3,1
ivad,1,2,1
etblb,1,2,1
ntcka,1,2,1
gszs,2,3,1
seco,1,2,1
anmesyaj,1,2,1
lklc,1,2,1
etbka,1,2,1
ntchb,2,3,1
ymlxrwlh,2,3,1
oypsnysj,1,2,1
xbhl,2,3,1
uwil,3,3,2
seee,2,3,1
seeq,9,8,2
ivds,1,2,1
xbgc,1,2,1
iceub,7,8,1
bqbi,3,4,1
xbjm,1,2,1
bqbv,14,8,4
bmnbdenm,2,3,1
lkor,1,2,1
gkcbgvyg,3,3,2
vrphponu,6,6,2
xblt,3,4,1
bmffa,3,3,2
dxmsplpg,2,3,1
yblqa,2,3,1
wxrs,1,2,1
zezbuczk,3,2,3
ivhw,1,2,1
bqff,3,4,1
nlwc,1,2,1
wxte,5,5,2
ivic,7,7,2
nlxp,1,2,1
axzua,3,4,1
ukjma,1,2,1
nlxe,3,4,1
wxuf,1,2,1
bqdn,2,2,2
bqdb,2,3,1
wxvj,4,5,1
qbuj,2,2,2
fspmxroe,5,6,1
ltywpfsq,5,5,2
bqjr,2,3,1
uwct,7,8,1
iqgha,9,10,1
rhxktrbq,2,3,1
gswd,7,8,1
bqkc,2,3,1
seon,7,8,1
sepi,1,2,1
bqhi,4,5,1
agovdhyq,3,4,1
zmlu,1,2,1
mdergwsx,2,3,1
osmha,1,2,1
nlah,2,3,1
zzvxa,2,2,2
qblx,1,2,1
qblq,2,3,1
zmmw,5,4,2
gunm,8,8,2
lixx,3,4,1
rbiwkybr,6,7,1
lixl,1,2,1
zmnk,1,2,1
scnr,4,3,2
ezihcbop,1,2,1
uwxc,9,10,1
gurd,3,4,1
qggba,2,2,2
bruf,33,7,22
zmqd,3,4,1
qbnu,2,3,1
nlbp,7,6,2
bvrqa,1,2,1
flppzwdk,15,16,1
wzjv,1,2,1
qbds,1,2,1
ljzymyjv,2,3,1
uwrb,1,2,1
scwl,3,4,1
liph,2,3,1
tptxnbxq,1,2,1
wzhv,3,4,1
ebftnilk,5,5,2
wzgh,2,3,1
wzgi,2,3,1
nlne,1,2,1
eeplvumn,2,3,1
xcvh,1,2,1
xlqha,1,2,1
liuc,1,2,1
vmfga,4,5,1
brzp,1,2,1
xcsl,3,4,1
qbgr,1,2,1
guiv,1,2,1
wzkl,1,2,1
wzlb,3,4,1
dunzekhy,2,3,1
ljjw,6,7,1
ppfibeoo,2,3,1
znaf,1,2,1
ekwtzslx,1,2,1
uxlw,1,2,1
neekezqj,2,3,1
ddxrfmxc,2,3,1
uxin,3,4,1
wyol,1,2,1
xcgu,1,2,1
ljji,4,4,2
wynl,2,3,1
rxcxmfjf,4,5,1
znfo,3,4,1
xcnv,1,2,1
usqsvgwo,6,3,5
sdey,11,6,3
